surname	firstname	music	nationality	birth	death
Adam	Adolphe	Le postillon de Lonjumeau	French	1803	1856
Adam	Adolphe	La poupée de Nuremberg	French	1803	1856
Adam	Adolphe	Régine ou Les deux nuits	French	1803	1856
Adam	Adolphe	La reine d'un jour	French	1803	1856
Adam	Adolphe	Richard en Palestine	French	1803	1856
Adam	Adolphe	Le roi d'Yvetôt	French	1803	1856
Adam	Adolphe	Le roi des halles	French	1803	1856
Adam	Adolphe	Si j'étais roi	French	1803	1856
Adam	Adolphe	Le toréador	French	1803	1856
Adam	Adolphe	Une bonne fortune	French	1803	1856
Adam	Adolphe	Victoire	French	1803	1856
Adam	Alexandre	Piano Pieces, Op.17	unknown	unknown	unknown
Adam	Carl Ferdinand	6 Lieder for Mens' Voices, Op.5	German	1806	1868
Adam	Johann	Flute Concerto in G major, GroF 680	unknown	unknown	unknown
Adam	Johann	Oboe Concerto in G major	unknown	unknown	unknown
Adam	Johann	Sinfonia in F major	unknown	unknown	unknown
Adam	Louis	Méthode de piano du Conservatoire	French	1758	1848
Adam	Louis	Piano Sonata, Op.9	French	1758	1848
Adam	Louis	Piano Sonata, Op.12	French	1758	1848
Adam	Rudolfus	Melodeon Waltz	unknown	unknown	unknown
Adam	Rudolfus	Posthorn	unknown	unknown	unknown
Adam	Rudolfus	Cancionero de Segovia (Various)	unknown	unknown	unknown
Adam	Rudolfus	Dufay and his Contemporaries (Various)	unknown	unknown	unknown
Adamič	Emil	Idila	Slovenian	1877	1936
Adams I	Thomas	All Hail, Dear Conqueror!	British	1785	1858
Adams I	Thomas	Alleluia! Now is Christ Risen	British	1785	1858
Adams I	Thomas	Andante Pastorale	British	1785	1858
Adams I	Thomas	Come and Worship the Lord	British	1785	1858
Adams I	Thomas	I am He that Liveth	British	1785	1858
Adams I	Thomas	The Lord Omnipotent Reigneth	British	1785	1858
Adams I	Thomas	The Nativity	British	1785	1858
Adams I	Thomas	6 Organ Pieces	British	1785	1858
Adams I	Thomas	Overture	British	1785	1858
Adams I	Thomas	Prelude	British	1785	1858
Adams I	Thomas	Voluntary in D major	British	1785	1858
Adams I	Thomas	The Word is Made Incarnate	British	1785	1858
Adams II	Thomas	Allegro Pomposo	unknown	unknown	unknown
Adams II	Thomas	Andante con moto	unknown	unknown	unknown
Adams II	Thomas	The Glory of the God of Israel	unknown	unknown	unknown
Adams II	Thomas	The Rainbow of Peace	unknown	unknown	unknown
Adams II	Thomas	The Story of Calvary	unknown	unknown	unknown
Adams	A. Emmett	The Bells of St. Mary's	unknown	unknown	unknown
Adams	A. Emmett	God send you back to me	unknown	unknown	unknown
Adams	Abraham	The Psalmist's New Companion	unknown	unknown	unknown
Adams	Arthur Henry	Evening Bells	Australian	1872	1936
Adams	Arthur Henry	Intermezzo	Australian	1872	1936
Adams	Arthur Henry	Polish Patrol	Australian	1872	1936
Adams	Arthur Henry	Twilight Chimes	Australian	1872	1936
Adams	Carrie Belle	The Lord is my Helper	American	1858	1940
Adams	Clifford	Hanky Pank	unknown	unknown	unknown
Adams	Clifford	Ink Splotch Rag	unknown	unknown	unknown
Adams	E. Franklin	Alpine Suite in A major, Op.37	unknown	unknown	unknown
Adams	E. Franklin	The Welcome Shower, Op.21	unknown	unknown	unknown
Adams	Ernest Harry	Afterwhiles	unknown	unknown	unknown
Adams	Ernest Harry	Evening Invocation	unknown	unknown	unknown
Adams	Ernest Harry	Romance of the Wind, Op.24	unknown	unknown	unknown
Adams	Franklin Stewart	Fantasia	unknown	unknown	unknown
Adams	G. W.	The Cake Winner	unknown	unknown	unknown
Adams	G	Merrily Danced the Quaker's Wife arranged as a Rondo	unknown	unknown	unknown
Adams	G	Variations on 'The Banks of the Dee'	unknown	unknown	unknown
Adams	J. C.	Camp Swan Quickstep	unknown	unknown	unknown
Adams	J. Willard	Colonade Polka	unknown	unknown	unknown
Adams	J. Willard	Dream Life Polka	unknown	unknown	unknown
Adams	J.	Don't Be Angry Mother	unknown	unknown	unknown
Adams	John Goldthwait	The Banks of the Ashuelot	unknown	unknown	unknown
Adams	Joseph H.	Bless the Lord, o my Soul	unknown	unknown	unknown
Adams	Joseph H.	Galilee	unknown	unknown	unknown
Adams	Joseph H.	The Gentle Shepherd	unknown	unknown	unknown
Adams	Joseph H.	King Conor, Op.21	unknown	unknown	unknown
Adams	Joseph H.	Spanish Scenes	unknown	unknown	unknown
Adams	Joseph H.	Swiss Scenes	unknown	unknown	unknown
Adams	Mrs. Crosby	Barcarolle, Op.2	unknown	unknown	unknown
Adams	Mrs. Crosby	4 Duets for Two Beginners, Op.13	unknown	unknown	unknown
Adams	Mrs. Crosby	Finger Solfeggio, Op.18	unknown	unknown	unknown
Adams	Mrs. Crosby	4 Little Wrist Studies, Op.6	unknown	unknown	unknown
Adams	Mrs. Crosby	3 Piano Duets in Unfamiliar Keys, Op.20	unknown	unknown	unknown
Adams	Mrs. Crosby	5 Tone Sketches, Op.1	unknown	unknown	unknown
Adams	O. S.	12 Studies	unknown	unknown	unknown
Adams	William P.	Restless Wavelets	unknown	unknown	unknown
Adamson	G. M.	Flying Spray	unknown	unknown	unknown
Adayevskaya	Ella	Horazische Ode	Russian	1846	1926
Adayevskaya	Ella	Sonata Greca	Russian	1846	1926
Adcock	Mrs. St. John	La Favorita Polka	unknown	unknown	unknown
Addison	John	Maria	unknown	unknown	unknown
Adelburg	August	String Quartet No.2, Op.17	unknown	unknown	unknown
Adelburg	August	Why Ask Me Now to Share with Thee (Adelene)	unknown	unknown	unknown
Adgate	Andrew	Philadelphia Harmony	American	1762	1793
Adhémar	Abel d'	L'Albanaise	unknown	unknown	unknown
Adhémar	Abel d'	Beau chapeau rose	unknown	unknown	unknown
Adhémar	Abel d'	La berrichonne	unknown	unknown	unknown
Adhémar	Abel d'	Le bleu du ciel	unknown	unknown	unknown
Adhémar	Abel d'	Il bravo	unknown	unknown	unknown
Adhémar	Abel d'	Le havanais	unknown	unknown	unknown
Adhémar	Abel d'	Je ne le suivrai pas	unknown	unknown	unknown
Adhémar	Abel d'	Paquerette	unknown	unknown	unknown
Adhémar	Abel d'	Reine des Antilles	unknown	unknown	unknown
Adhémar	Abel d'	Thérèse la blonde	unknown	unknown	unknown
Adhémar	Abel d'	Valse	unknown	unknown	unknown
Adiego Navarro	Tomás	Fidela	unknown	unknown	unknown
Adiego Navarro	Tomás	Fidelidad	unknown	unknown	unknown
Adiego Navarro	Tomás	Gitanilla	unknown	unknown	unknown
Adiego Navarro	Tomás	Modestia	unknown	unknown	unknown
Adigozalov	Vasif Zulfiqar	Piano Sonata	unknown	unknown	unknown
Adlam	Frank	3 Characteristic Dances	unknown	unknown	unknown
Adlam	Frank	4 Characteristic Pieces	unknown	unknown	unknown
Adlam	Frank	Open to Me the Gates	unknown	unknown	unknown
Adlam	Frank	Rustic Dance	unknown	unknown	unknown
Adlam	Frank	Triumph	unknown	unknown	unknown
Adler	Bernard	Dat Lovin' Rag	unknown	unknown	unknown
Adler	C. A.	Happy for a Moment	unknown	unknown	unknown
Adler	C. A.	Imperial March	unknown	unknown	unknown
Adler	C. A.	Orlando	unknown	unknown	unknown
Adler	C. A.	Providence Gallopade	unknown	unknown	unknown
Adler	C. A.	Puck's Own	unknown	unknown	unknown
Adler	C. A.	Rosaline	unknown	unknown	unknown
Adler	C. A.	Song of the Ocean Child	unknown	unknown	unknown
Adler	C. A.	Through the Woods and Jack A-Shore, 2 Easy Rondos	unknown	unknown	unknown
Adler	C. A.	Variations on Halévy's 'Call Me Thine Own'	unknown	unknown	unknown
Adler	Emanuel	5 Orgelstücke, Op.1	unknown	unknown	unknown
Adler	Simon	Coll Nidrey	unknown	unknown	unknown
Adler	Vincent	Ballade, Op.29	unknown	unknown	unknown
Adler	Vincent	Fantaisie sur des airs populaires napolitains	unknown	unknown	unknown
Adler	Vincent	Grande marche, Op.24	unknown	unknown	unknown
Adler	Vincent	2 Impromptus, Op.1	unknown	unknown	unknown
Adler	Vincent	Tarentelle, Op.25	unknown	unknown	unknown
Adler	Vincent	Valse rococo, Op.11	unknown	unknown	unknown
Adlgasser	Anton Cajetan	Ave Maria gratia plena	Austrian	1729	1777
Adlgasser	Anton Cajetan	Dicite in gentibus	Austrian	1729	1777
Adlgasser	Anton Cajetan	Lytanie Lauretana	Austrian	1729	1777
Adlgasser	Anton Cajetan	Requiem	Austrian	1729	1777
Adolf	Schmidt-Dolf	Nachts über die Haide, Op.62	unknown	unknown	unknown
Adolfati	Andrea	In exitu Israël	Italian	1721	1760
Adolfati	Andrea	Nisi Dominus	Italian	1721	1760
Adolfati	Andrea	La pace fra la virtù e la bellezza	Italian	1721	1760
Adriaenssen	Emanuel	Almande Prince	unknown	1550	1604
Adriaenssen	Emanuel	Branle anglais	unknown	1550	1604
Adrianus	Gerard Nathanael	Di Tepi Danau Nanyang	unknown	unknown	unknown
Adrianus	Gerard Nathanael	Tuhan, Ajarku Sabar Menunggu	unknown	unknown	unknown
Adson	John	Courtly Masquing Ayres	unknown	1587	1640
Aerlyn-Crook	Jesse	Piano Sonata in D major	unknown	unknown	unknown
Aerts	Felix	Air varié No.4	unknown	unknown	unknown
Aeschbacher	Karl	Piano Trio, Op.2	Swiss	1886	1944
Afanasyev	Nikolay	Double Quartet	Russian	1820	1898
Afanasyev	Nikolay	Le souvenir	Russian	1820	1898
Afanasyev	Nikolay	String Quartet in A minor	Russian	1820	1898
Afferni	Ugo	Overture Fürst Potemkin	unknown	unknown	unknown
Affrunti	Charles	Misterioso furioso	unknown	unknown	unknown
Agababov	Sergei Artyomevich	12 Preludes	unknown	unknown	unknown
Agam	Orram	Eternity	unknown	unknown	unknown
Agar	R. H.	Laughing Water	unknown	unknown	unknown
Agazzari	Agostino	Amarillide mia	Italian	1578	1640
Agazzari	Agostino	Aura che sola segretaria	Italian	1578	1640
Agazzari	Agostino	Aure cortesi e liete	Italian	1578	1640
Agazzari	Agostino	Ave verum corpus natum de Maria Virgine	Italian	1578	1640
Agazzari	Agostino	Belle stelle del cielo	Italian	1578	1640
Agazzari	Agostino	Benedicta sit sancta Trinitas	Italian	1578	1640
Agazzari	Agostino	Chi l'armonia del cielo	Italian	1578	1640
Agazzari	Agostino	Chi vuol vincer Amore	Italian	1578	1640
Agazzari	Agostino	Chìo non t'ami cor mio	Italian	1578	1640
Agazzari	Agostino	Da le labra pendea	Italian	1578	1640
Agazzari	Agostino	Dolcissimo sospiro	Italian	1578	1640
Agazzari	Agostino	Dunque perch'io non scioglio	Italian	1578	1640
Agazzari	Agostino	Fortunat'augellino	Italian	1578	1640
Agazzari	Agostino	Hai com'a un vago sol	Italian	1578	1640
Agazzari	Agostino	Lasso non val	Italian	1578	1640
Agazzari	Agostino	Laura se pur sei l'aura	Italian	1578	1640
Agazzari	Agostino	Ma non so com'il	Italian	1578	1640
Agazzari	Agostino	Ma s'al mio ben	Italian	1578	1640
Agazzari	Agostino	Ma se tu sei quel core	Italian	1578	1640
Agazzari	Agostino	Movetevi a pieta	Italian	1578	1640
Agazzari	Agostino	O lungamente sospirato	Italian	1578	1640
Agazzari	Agostino	O selc'o tigre o ninfa	Italian	1578	1640
Agazzari	Agostino	Occhi poi che lontano	Italian	1578	1640
Agazzari	Agostino	Perfida pur potesti	Italian	1578	1640
Agazzari	Agostino	Placid'aure tranquille	Italian	1578	1640
Agazzari	Agostino	Se tra cortesi amanti	Italian	1578	1640
Agazzari	Agostino	Troppo ben puo questo	Italian	1578	1640
Agazzi	Gaetano	6 Cello Sonatas, Op.1	unknown	unknown	unknown
Age	Mason	Clarinet Duet	unknown	unknown	unknown
Ager	Milton	China, We Owe a Lot to You	American	1893	1979
Ager	Milton	France, We Have Not Forgotten You	American	1893	1979
Ager	Milton	High Brown Blues	American	1893	1979
Ager	Milton	I'm in Heaven When I'm in My Mother's Arms	American	1893	1979
Ager	Milton	If You Saw All that I Saw in Arkansas	American	1893	1979
Ager	Milton	It's the Smart Little Feller Who Stocked up His Cellar	American	1893	1979
Ager	Milton	Lovin' Sam	American	1893	1979
Ager	Milton	There's a Wee Bit of Blarney in Killarney	American	1893	1979
Ager	Milton	There's Something in the Name of Ireland	American	1893	1979
Ager	Milton	Tom, Dick and Harry and Jack	American	1893	1979
Ager	Milton	What's in a Name?	American	1893	1979
Ager	Milton	Who Cares?	American	1893	1979
Ager	Milton	Win Her in the Old-Fashioned Way	American	1893	1979
Agero	Feliciano	Pasa-calle estudiantil	unknown	unknown	unknown
Agero	Feliciano	Tota pulchra	unknown	unknown	unknown
Aggházy	Károly	Elegy in F minor	Hungarian	1855	1918
Aggházy	Károly	Etude de concert en octaves, Op.21	Hungarian	1855	1918
Aggházy	Károly	4 Klavierstücke, Op.41	Hungarian	1855	1918
Aggházy	Károly	6 Lieder, Op.30	Hungarian	1855	1918
Aggházy	Károly	Magyar hangulatok, Op.35	Hungarian	1855	1918
Aggházy	Károly	Suite Hongroise á 4 mains, Op.19	Hungarian	1855	1918
Agincour	François d'	Pièces d'orgue	French	1684	1758
Agincour	François d'	Pièces de clavecin	French	1684	1758
Agiout	Alexandre d'	Vers le ciel	unknown	unknown	unknown
Aglione	Alessandro	Dedit abyssus vocem suam	unknown	unknown	unknown
Agnel	Émile	Trio, Op.2	unknown	unknown	unknown
Agneletti	Giovanni Battista	Gloria patri et filio et spiritui sancto	unknown	1656	1673
Agnelli	Lorenzo	Solemni cantu celebremus laudes	unknown	unknown	unknown
Agnesi	Maria Teresa	Harpsichord Sonata	Italian	1720	1795
Agnesi	Maria Teresa	Ulisse in Campania	Italian	1720	1795
Agnew	J. E.	Helena Waltz	unknown	unknown	unknown
Agnew	Roy	Album Leaf	Australian	1891	1944
Agnew	Roy	An Autumn Morning	Australian	1891	1944
Agnew	Roy	Australian Forest Pieces	Australian	1891	1944
Agnew	Roy	Before Dawn	Australian	1891	1944
Agnew	Roy	Capriccio	Australian	1891	1944
Agnew	Roy	Contrasts	Australian	1891	1944
Agnew	Roy	A Dance Impression	Australian	1891	1944
Agnew	Roy	Dance of the Wild Men	Australian	1891	1944
Agnew	Roy	Deirdre's Lament	Australian	1891	1944
Agnew	Roy	Drifting Mists	Australian	1891	1944
Agnew	Roy	Elf Dance	Australian	1891	1944
Agnew	Roy	Fantasie Sonata	Australian	1891	1944
Agnew	Roy	The Flowers of Sleep	Australian	1891	1944
Agnew	Roy	Green Valley	Australian	1891	1944
Agnew	Roy	Hie Away, Hie Away!	Australian	1891	1944
Agnew	Roy	Holiday Suite	Australian	1891	1944
Agnew	Roy	June Twilight	Australian	1891	1944
Agnew	Roy	3 Lyrics	Australian	1891	1944
Agnew	Roy	A May Day	Australian	1891	1944
Agnew	Roy	2 Piano Pieces	Australian	1891	1944
Agnew	Roy	2 Piano Solos	Australian	1891	1944
Agnew	Roy	2 Pieces	Australian	1891	1944
Agnew	Roy	Poem No.1	Australian	1891	1944
Agnew	Roy	Poem No.2	Australian	1891	1944
Agnew	Roy	3 Poems	Australian	1891	1944
Agnew	Roy	Prelude No.1	Australian	1891	1944
Agnew	Roy	Prelude No.2	Australian	1891	1944
Agnew	Roy	Prelude No.3	Australian	1891	1944
Agnew	Roy	Prelude No.4	Australian	1891	1944
Agnew	Roy	3 Preludes	Australian	1891	1944
Agnew	Roy	Rabbit Hill	Australian	1891	1944
Agnew	Roy	Rhapsody	Australian	1891	1944
Agnew	Roy	Rural Sketches	Australian	1891	1944
Agnew	Roy	Sonata Ballade	Australian	1891	1944
Agnew	Roy	Sonate Poeme	Australian	1891	1944
Agnew	Roy	2 Songs	Australian	1891	1944
Agnew	Roy	Toccata Tragica	Australian	1891	1944
Agnew	Roy	Toccata	Australian	1891	1944
Agnew	Roy	Trains	Australian	1891	1944
Agnew	Roy	The Village Fair	Australian	1891	1944
Agnew	Roy	The Windy Hill	Australian	1891	1944
Agnew	Roy	Youthful Fancies	Australian	1891	1944
Agostini	Lodovico	Canzoni alla napolitana a cinque voci	unknown	unknown	unknown
Agostini	Mezio	Interludio	unknown	1875	1944
Agostini	Mezio	Preludio	unknown	1875	1944
Agostini	Mezio	String Quartet No.2, Op.37	unknown	1875	1944
Agostini	Paolo	Adoramus	Italian	1580	1629
Agostini	Paolo	Ego sum panis vivus	Italian	1580	1629
Agostini	Paolo	Preparate corda vestra Domino	Italian	1580	1629
Agostini	Pietro Simone	O quam suavis est Domine spiritus tuus	unknown	unknown	unknown
Agrati	Alberto	The Hesitation Valse-Tango	unknown	unknown	unknown
Agrati	Alberto	Viceroy Tea	unknown	unknown	unknown
Agrell	Johan	Flute Concerto in D major, GroF 1643	unknown	unknown	unknown
Agrell	Johan	Flute Concerto in G major, GroF 1644	unknown	unknown	unknown
Agrell	Johan	Flute Concerto in G major, GroF 2143	unknown	unknown	unknown
Agrell	Johan	Flute Concerto in G major, GroF 1200	unknown	unknown	unknown
Agrell	Johan	Harpsichord Concerto in D major	unknown	unknown	unknown
Agrell	Johan	Sinfonia in D major, S.D:123455	unknown	unknown	unknown
Agrell	Johan	Sinfonia in D major, S.D:151515	unknown	unknown	unknown
Agrell	Johan	Sinfonia in E major, S.E:111233	unknown	unknown	unknown
Agrell	Johan	Sinfonia in E major, S.E:115153	unknown	unknown	unknown
Agrell	Johan	Sinfonia in E-flat major	unknown	unknown	unknown
Agrell	Johan	Sinfonia in G major, S.G:111117	unknown	unknown	unknown
Agrell	Johan	Sinfonia in G major, S.G:511234	unknown	unknown	unknown
Agrell	Johan	Sonata for Harpsichord and Flute in D major	unknown	unknown	unknown
Agrell	Johan	Sonata for Harpsichord and Violin in A major	unknown	unknown	unknown
Agrell	Johan	Violin Sonata in A major	unknown	unknown	unknown
Agrell	Johan	Violin Sonata in G major	unknown	unknown	unknown
Agresta	Agostino	Caro dolce ben mio	Italian	unknown	unknown
Agresta	Agostino	Madrigali a sei voci, Libro 1	Italian	unknown	unknown
Agricola	Alexander	Adieu mamour, IAA 1	Belgian	1440	1506
Agricola	Alexander	Ales mon cor	Belgian	1440	1506
Agricola	Alexander	Ales regrets	Belgian	1440	1506
Agricola	Alexander	Ave Maris Stella	Belgian	1440	1506
Agricola	Alexander	Belles sur toutes	Belgian	1440	1506
Agricola	Alexander	Bicinium	Belgian	1440	1506
Agricola	Alexander	Caecus non judicat de coloribus	Belgian	1440	1506
Agricola	Alexander	Cest mal cherche	Belgian	1440	1506
Agricola	Alexander	D'ung aultre amer	Belgian	1440	1506
Agricola	Alexander	De tous biens plaine, IAA 8	Belgian	1440	1506
Agricola	Alexander	De tous biens plaine, IAA 9	Belgian	1440	1506
Agricola	Alexander	De tous biens plaine, IAA 10	Belgian	1440	1506
Agricola	Alexander	Dites moi toutes vos pensées	Belgian	1440	1506
Agricola	Alexander	En attendant la grace de ma dame	Belgian	1440	1506
Agricola	Alexander	Ergo sancti martyres	Belgian	1440	1506
Agricola	Alexander	Gaudeamus omnes in Domino	Belgian	1440	1506
Agricola	Alexander	L'homme banni	Belgian	1440	1506
Agricola	Alexander	In mijnen sin	Belgian	1440	1506
Agricola	Alexander	J'ay beau huer	Belgian	1440	1506
Agricola	Alexander	Je n'ay dueil	Belgian	1440	1506
Agricola	Alexander	Je vous empire	Belgian	1440	1506
Agricola	Alexander	Magnificat primi toni	Belgian	1440	1506
Agricola	Alexander	Mijn alderliefste moeschkin	Belgian	1440	1506
Agricola	Alexander	Missa Paschalis	Belgian	1440	1506
Agricola	Alexander	O Venus' bant, IAA 21	Belgian	1440	1506
Agricola	Alexander	O Venus' bant, IAA 22	Belgian	1440	1506
Agricola	Alexander	Oublier veul tristesse	Belgian	1440	1506
Agricola	Alexander	Pater meus agricola est	Belgian	1440	1506
Agricola	Alexander	Royne des flours	Belgian	1440	1506
Agricola	Alexander	Sancte Philippe appostole	Belgian	1440	1506
Agricola	Alexander	Sei congé prens	Belgian	1440	1506
Agricola	Alexander	Si dedero	Belgian	1440	1506
Agricola	Alexander	A solis ortus cardine	Belgian	1440	1506
Agricola	Alexander	Sonne's muses me'lodieusement	Belgian	1440	1506
Agricola	Alexander	Tandernaken	Belgian	1440	1506
Agricola	Alexander	Tota pulcra es	Belgian	1440	1506
Agricola	Alexander	Transit Anna timor	Belgian	1440	1506
Agricola	Alexander	Ublier veuil tristisse	Belgian	1440	1506
Agricola	Alexander	Va t'en regret	Belgian	1440	1506
Agricola	Johann Friedrich	L'accorto nocchiero	German	1720	1774
Agricola	Johann Friedrich	Cleofide	German	1720	1774
Agricola	Johann Friedrich	Harpsichord Sonata in F major	German	1720	1774
Agricola	Johann Friedrich	Die Hirten bey der Krippe zu Bethlehem	German	1720	1774
Agricola	Johann Friedrich	L'Ippocondriaco	German	1720	1774
Agricola	Johann Friedrich	Der König jauchzt	German	1720	1774
Agricola	Johann Friedrich	Magnificat in D major	German	1720	1774
Agricola	Johann Friedrich	Les Rois d'Égypte et de Syrie	German	1720	1774
Agricola	Johann Friedrich	Il tempio d'amore	German	1720	1774
Agricola	Johann Friedrich	Torna aprile e l'aure scherzano	German	1720	1774
Agricola	Martin	Ach Gott von Himmel	German	1486	1556
Agricola	Martin	Ein feste Burg	German	1486	1556
Agricola	Martin	Mit Fried und Freud ich fahr dahin	German	1486	1556
Agthe	Carl Christian	Concerto for Harpsichord and Violin in D major	unknown	1762	1797
Agthe	Carl Christian	Sinfonia in C major	unknown	1762	1797
Aguabella	Narciso	La despedida	unknown	unknown	unknown
Aguado	Dionisio	Allegro brillante in E major	Spanish	1784	1849
Aguado	Dionisio	Allegro in G major	Spanish	1784	1849
Aguado	Dionisio	4 Andantes and Waltzes, Op.5	Spanish	1784	1849
Aguado	Dionisio	Contredanses et valses faciles, Op.8	Spanish	1784	1849
Aguado	Dionisio	Exercices faciles et très utiles, Op.10	Spanish	1784	1849
Aguado	Dionisio	Fandango variado, Op.16	Spanish	1784	1849
Aguado	Dionisio	Les favorites, Op.11	Spanish	1784	1849
Aguado	Dionisio	Le menuet affandangado, Op.15	Spanish	1784	1849
Aguado	Dionisio	6 Minuets and Waltzes, Op.12	Spanish	1784	1849
Aguado	Dionisio	Morceaux agréables et non difficiles, Op.13	Spanish	1784	1849
Aguado	Dionisio	Muestra de afecto y reconocimiento	Spanish	1784	1849
Aguado	Dionisio	10 Petites pièces non difficiles, Op.14	Spanish	1784	1849
Aguado	Dionisio	8 Petites pièces, Op.3	Spanish	1784	1849
Aguado	Dionisio	6 Petites pièces, Op.4	Spanish	1784	1849
Aguado	Dionisio	4 Rondos brillants, Op.2	Spanish	1784	1849
Aguado	Dionisio	4 Valses faciles, Op.7	Spanish	1784	1849
Aguado	Dionisio	12 Waltzes, Op.1	Spanish	1784	1849
Aguilar	A. d'	Esméralda, Op.12	unknown	unknown	unknown
Aguilar	A. d'	La gaditana	unknown	unknown	unknown
Aguilar	A. d'	La locomotive	unknown	unknown	unknown
Aguilar	Emanuel	Grand Duo Concertant, Op.1	unknown	unknown	unknown
Aguilera de Heredia	Sebastián	Pange lingua por ce sol fa ut	Spanish	1561	1627
Aguilera de Heredia	Sebastián	Pange lingua	Spanish	1561	1627
Aguilera de Heredia	Sebastián	Registro Baxo del 1º Tono	Spanish	1561	1627
Aguilera de Heredia	Sebastián	Salve 1° tono por de la sol re	Spanish	1561	1627
